,m,n,pyearth,earth,time,forward_iterations,rsq
270,200,150,0,1,0.191,3,0.997386047784
271,200,150,1,0,0.353132963181,3,1.0
272,300,150,0,1,0.25,3,0.995756063808
273,300,150,1,0,0.418583869934,3,1.0
274,300,150,0,1,0.244,3,0.99534844006
275,300,150,1,0,0.418268918991,3,1.0
276,400,150,0,1,0.342,3,0.997698590758
277,400,150,1,0,0.479614973068,3,1.0
278,400,150,0,1,0.282,3,0.99432471343
279,400,150,1,0,0.482556819916,3,1.0
280,500,150,0,1,0.386,4,0.996702855485
281,500,150,1,0,0.54843711853,3,1.0
282,500,150,0,1,0.387,3,0.997786720394
283,500,150,1,0,0.547969102859,3,1.0
284,1000,150,0,1,0.697,3,0.996071021468
285,1000,150,1,0,0.866263866425,3,1.0
286,1000,150,0,1,0.672,4,0.996188275983
287,1000,150,1,0,0.875597000122,3,1.0
288,1500,150,0,1,0.815,3,0.994927135679
289,1500,150,1,0,1.19828701019,3,1.0
290,1500,150,0,1,0.786,3,0.994243304918
291,1500,150,1,0,1.20798802376,3,1.0
292,2000,150,0,1,1.04,3,0.994159001963
293,2000,150,1,0,1.52158403397,3,1.0
294,2000,150,0,1,1.344,3,0.997313122317
295,2000,150,1,0,1.51729011536,3,1.0
296,2500,150,0,1,1.613,3,0.996616413547
297,2500,150,1,0,1.83907294273,3,1.0
298,2500,150,0,1,1.585,3,0.997141971928
299,2500,150,1,0,1.9209048748,3,1.0
300,5000,150,0,1,4.927,3,0.99747429344
301,5000,150,1,0,3.90475010872,3,1.0
302,5000,150,0,1,2.697,3,0.993653976544
303,5000,150,1,0,3.82292699814,3,1.0
304,10000,150,0,1,9.246,3,0.997188631303
305,10000,150,1,0,9.28330302238,3,1.0
306,10000,150,0,1,11.221,3,0.997387686552
307,10000,150,1,0,10.7630970478,3,1.0
308,100,200,0,1,0.259,4,0.995256906361
309,100,200,1,0,0.461951971054,3,1.0
310,100,200,0,1,0.247,4,0.99655279384
311,100,200,1,0,0.505280971527,3,1.0
312,200,200,0,1,0.28,3,0.995765514643
313,200,200,1,0,0.493983030319,3,1.0
314,200,200,0,1,0.31,3,0.994648644513
315,200,200,1,0,0.539171934128,3,1.0
316,300,200,0,1,0.351,3,0.996512961814
317,300,200,1,0,0.663686037064,3,1.0
318,300,200,0,1,0.503,5,0.99819047502
319,300,200,1,0,0.811860084534,3,1.0
320,400,200,0,1,0.756,3,0.998030894577
321,400,200,1,0,0.657646179199,3,1.0
322,400,200,0,1,0.36,2,0.994482446179
323,400,200,1,0,0.838291883469,3,1.0
324,500,200,0,1,0.519,3,0.996110676957
