,m,n,pyearth,earth,time,forward_iterations,rsq
708,500,150,0,1,0.457,5,0.998339461828
709,500,150,1,0,0.549494981766,3,1.0
710,1000,150,0,1,0.672,3,0.997927923734
711,1000,150,1,0,0.868438005447,3,1.0
712,1000,150,0,1,0.549,3,0.994672615557
713,1000,150,1,0,0.862956047058,3,1.0
714,1000,150,0,1,0.699,3,0.99638209142
715,1000,150,1,0,0.854470968246,3,1.0
716,1000,150,0,1,0.544,3,0.99379347988
717,1000,150,1,0,0.857146978378,3,1.0
718,1000,150,0,1,0.839,4,0.997908525396
719,1000,150,1,0,0.856405973434,3,1.0
720,1500,150,0,1,0.877,3,0.992968257546
721,1500,150,1,0,1.19595384598,3,1.0
722,1500,150,0,1,0.967,4,0.996565826228
723,1500,150,1,0,1.17390608788,3,1.0
724,1500,150,0,1,1.183,4,0.998170226877
725,1500,150,1,0,1.22540092468,3,1.0
726,1500,150,0,1,1.013,3,0.997578442166
727,1500,150,1,0,1.16852903366,3,1.0
728,1500,150,0,1,0.973,3,0.997280460056
729,1500,150,1,0,1.17523097992,3,1.0
730,2000,150,0,1,1.313,3,0.997244196517
731,2000,150,1,0,1.5054268837,3,1.0
732,2000,150,0,1,1.301,3,0.997229964242
733,2000,150,1,0,1.50202488899,3,1.0
734,2000,150,0,1,1.273,3,0.997525113005
735,2000,150,1,0,1.49602198601,3,1.0
736,2000,150,0,1,1.288,3,0.997362711486
737,2000,150,1,0,1.51602387428,3,1.0
738,2000,150,0,1,1.05,3,0.992490545146
739,2000,150,1,0,1.50198316574,3,1.0
740,2500,150,0,1,1.303,3,0.992010692782
741,2500,150,1,0,1.8305208683,3,1.0
742,2500,150,0,1,1.627,3,0.997297429735
743,2500,150,1,0,1.86141705513,3,1.0
744,2500,150,0,1,1.605,3,0.996747007341
745,2500,150,1,0,1.81168317795,3,1.0
746,2500,150,0,1,1.296,3,0.993788514088
747,2500,150,1,0,1.82444810867,3,1.0
748,2500,150,0,1,1.616,3,0.997402121911
749,2500,150,1,0,1.82234406471,3,1.0
750,5000,150,0,1,2.659,3,0.993193032646
751,5000,150,1,0,3.67416596413,3,1.0
752,5000,150,0,1,2.574,3,0.994024713388
753,5000,150,1,0,3.60624694824,3,1.0
754,5000,150,0,1,3.349,3,0.996793388462
755,5000,150,1,0,3.64446210861,3,1.0
756,5000,150,0,1,3.642,3,0.997360108646
757,5000,150,1,0,3.6050491333,3,1.0
758,5000,150,0,1,4.587,3,0.996309173341
759,5000,150,1,0,3.71661520004,3,1.0
760,10000,150,0,1,8.454,3,0.995734186255
761,10000,150,1,0,9.83779406548,3,1.0
762,10000,150,0,1,8.141,3,0.99547027267
763,10000,150,1,0,9.43033695221,3,1.0
764,10000,150,0,1,6.379,3,0.993139909016
765,10000,150,1,0,9.41029477119,3,1.0
766,10000,150,0,1,8.434,3,0.995674546895
767,10000,150,1,0,9.6001598835,3,1.0
768,10000,150,0,1,8.559,3,0.996939831219
769,10000,150,1,0,9.33541989326,3,1.0
770,100,200,0,1,0.223,4,0.996835742082
771,100,200,1,0,0.378260850906,3,1.0
772,100,200,0,1,0.211,3,0.997490372159
773,100,200,1,0,0.379551887512,3,1.0
774,100,200,0,1,0.227,4,0.998356135868
775,100,200,1,0,0.378139972687,3,1.0
776,100,200,0,1,0.215,4,0.99663231444
777,100,200,1,0,0.378665208817,3,1.0
778,100,200,0,1,0.205,4,0.996728179778
779,100,200,1,0,0.390632867813,3,1.0
780,200,200,0,1,0.246,2,0.995300188007
781,200,200,1,0,0.465573072433,3,1.0
782,200,200,0,1,0.267,3,0.997550678981
783,200,200,1,0,0.463875055313,3,1.0
784,200,200,0,1,0.279,3,0.997487735175
785,200,200,1,0,0.462741136551,3,1.0
786,200,200,0,1,0.294,4,0.99785306124
787,200,200,1,0,0.462070941925,3,1.0
788,200,200,0,1,0.273,3,0.994979556771
789,200,200,1,0,0.463963985443,3,1.0
790,300,200,0,1,0.377,4,0.997476166564
791,300,200,1,0,0.554231882095,3,1.0
792,300,200,0,1,0.381,4,0.996655510251
793,300,200,1,0,0.55260014534,3,1.0
794,300,200,0,1,0.432,5,0.998618253787
795,300,200,1,0,0.556885004044,3,1.0
796,300,200,0,1,0.334,3,0.99562151874
797,300,200,1,0,0.552789926529,3,1.0
798,300,200,0,1,0.327,3,0.99434213026
799,300,200,1,0,0.549742937088,3,1.0
800,400,200,0,1,0.527,4,0.998863617594
801,400,200,1,0,0.634718894958,3,1.0
802,400,200,0,1,0.523,5,0.998521817023
803,400,200,1,0,0.637156009674,3,1.0
804,400,200,0,1,0.385,3,0.993798609463
805,400,200,1,0,0.637131929398,3,1.0
806,400,200,0,1,0.523,4,0.998909232165
807,400,200,1,0,0.684564828873,3,1.0
808,400,200,0,1,0.448,3,0.997895505769
809,400,200,1,0,0.636157989502,3,1.0
810,500,200,0,1,0.443,3,0.995157354327
811,500,200,1,0,0.714709043503,3,1.0
812,500,200,0,1,0.442,3,0.995393988132
813,500,200,1,0,0.717306852341,3,1.0
814,500,200,0,1,0.62,4,0.998313472382
815,500,200,1,0,0.724032878876,3,1.0
816,500,200,0,1,0.383,2,0.99404239473
817,500,200,1,0,0.719801902771,3,1.0
818,500,200,0,1,0.524,3,0.997776064088
819,500,200,1,0,0.717018842697,3,1.0
820,1000,200,0,1,0.907,3,0.997338175711
821,1000,200,1,0,1.13940691948,3,1.0
822,1000,200,0,1,0.906,3,0.997390333088
823,1000,200,1,0,1.14167284966,3,1.0
824,1000,200,0,1,0.908,3,0.997553951124
825,1000,200,1,0,1.13437604904,3,1.0
826,1000,200,0,1,0.74,3,0.994996705675
827,1000,200,1,0,1.13940310478,3,1.0
828,1000,200,0,1,0.911,3,0.997285396194
829,1000,200,1,0,1.14098095894,3,1.0
830,1500,200,0,1,1.367,3,0.997174645297
831,1500,200,1,0,1.56293416023,3,1.0
832,1500,200,0,1,1.285,3,0.994573531671
833,1500,200,1,0,1.55764889717,3,1.0
834,1500,200,0,1,1.31,3,0.997636117676
835,1500,200,1,0,1.57421708107,3,1.0
836,1500,200,0,1,1.303,3,0.996709710474
837,1500,200,1,0,1.56588292122,3,1.0
838,1500,200,0,1,1.084,3,0.994212843516
839,1500,200,1,0,1.56740808487,3,1.0
840,2000,200,0,1,2.199,4,0.997095052913
841,2000,200,1,0,1.99691295624,3,1.0
